"p","lam1","lam2","kurt"
0.3917796063345751,0.31642877724040847-0.3054660824052335*I,0.29453743672285043+0.09801663542686176*I,50
0.5903553125679177,0.3993521114113608+0.27250049132512966*I,0.22645034625238444-0.10450634519864363*I,50
0.31151822404031404,0.27501022185294854-0.3136956224648617*I,0.31803824519691754+0.08894585623809582*I,50
0.32272585847943125,0.28122295068856407+0.312861585644805*I,0.3148698254215889-0.0904043410846813*I,50
0.31433323803869273,0.2765853619603224+0.3134977173889333*I,0.3172456654136413-0.08931800765956863*I,50
0.39731131139861753,0.3190490364603691+0.3047375141523308*I,0.2928439999044106-0.09852215172535374*I,50
0.349998995280592,0.2957224125340178-0.31036126514524986*I,0.3070115035844709+0.09369484524563049*I,50
0.5647521100470909,0.389382272809463+0.27722585999163213*I,0.2361725580887126-0.10526181725454928*I,50
0.8218831406033935,0.5786538981710302-0.23423670266995764*I,0.12113989103757689+0.046765811460960316*I,50
0.5930638343973775,0.400408889077783-0.27199856171881076*I,0.22540320717654777+0.10439132976174428*I,50
0.8425667213093111,0.6923172948153364-0.18679918564000064*I,0.10977275339954606+0.02460548487599095*I,50
0.5587832476848886,0.38705521067028775+0.2783196488097373*I,0.238394343123318-0.1053559486177049*I,50
0.16242391878909634,0.1734589541003197+0.30601919198933875*I,0.3574314621004924-0.06318724069386672*I,50
0.5882613467028612,0.3985356988233967+0.27288837492979673*I,0.22725740798508223-0.10459049573202588*I,50
0.18663612779897387,0.1928713769947441-0.31077658185198964*I,0.35131679059490467+0.06827494173722569*I,50
0.5532098707971496,0.38487871354669034+0.2793373034576045*I,0.24045402351008144-0.10541730077745354*I,50
0.5971329918993553,0.4019984993915748-0.2712441665245104*I,0.2238231782664974+0.10420527487166358*I,50
0.18827601399030058,0.1941374093804868+0.31102876080750863*I,0.350899685999126-0.06860471147042461*I,50
0.3005874664644823,0.26879731861066164+0.3143861152809633*I,0.3210957283435367-0.08746364392180694*I,50
0.7104628650246325,0.4509278764510322-0.251145825649065*I,0.1762037132879682+0.09095694839726738*I,50
0.19568283331102365,0.19978235392570087+0.3120692869772972*I,0.3490105691153414-0.07007209431793997*I,50
0.6729287769550159,0.4330022127354506-0.2574178537348999*I,0.19279488976957296+0.09736427692410175*I,50
0.21470283775599985,0.21375073571518183+0.3140673930520839*I,0.3441176004712177-0.07368150546583971*I,50
0.6016578939386639,0.40376956083199145+0.27040504683047006*I,0.2220564433864497-0.10397934291163977*I,50
0.40356379271588105,0.32197951302167616+0.3038941355429062*I,0.2909176406162726-0.09907432430416532*I,50
0.5553638895730779,0.38572038003785625+0.27894444330788776*I,0.2396596852256648-0.10539658925495975*I,50
0.2507338876560299,0.2383154628321976-0.3156626927277384*I,0.33466005933016285+0.07994058492606096*I,50
0.25115127397321113,0.2385866420574766-0.31566702596876467*I,0.33454891451491403+0.0800089062827877*I,50
0.6030396733463039,0.40431123677876474+0.27014879561750926*I,0.22151487240263656-0.10390628866743704*I,50
0.46038931887114853,0.3472682757564071+0.2954036779786104*I,0.2727829645149768-0.10311836360613506*I,50
0.574178888473305,0.393052560885921+0.2754913815679829*I,0.23262955355515574-0.10505149312897664*I,50
0.3181985049168232,0.2787320029654324+0.31321317418511213*I,0.31615386667933065-0.0898226365751412*I,50
0.2687632793498891,0.24977180239599886+0.3155982702810587*I,0.3298232618853268-0.0828082088331081*I,50
0.8505677991735952,0.8637362523876452,0.09861910790949957,50
0.2360492952214337,0.2285859520854218-0.31531717433462453*I,0.3385464783755204+0.07747707905301635*I,50
0.44601031316170037,0.3410776875092766-0.2976769852469549*I,0.27748216624401356+0.10226654253705048*I,50
0.4599455566996591,0.3470790959890554+0.29547493507530675*I,0.2729291532486769-0.10309388825844014*I,50
0.6354466311956,0.41720283695923394+0.2641614212769361*I,0.2085294707062067-0.10161110143719061*I,50
0.15294600584882945,0.16547264078129661+0.30355734285431435*I,0.35980566432738825-0.06107592916788177*I,50
0.8256262180611555,0.5917567649742663+0.23160734722611082*I,0.11911336716180378-0.043719911665802975*I,50
0.5689269355794342,0.3910082219597271+0.2764586840517608*I,0.23460865669562225-0.10517812097683936*I,50
0.2884485055268684,0.26171051475916507+0.3149973554641013*I,0.3244545955382356-0.08574802535134571*I,50
0.6812922772570609,0.4367550724813273+0.2559654203312083*I,0.18917294175720578-0.09614372758762599*I,50
0.5610436465113513,0.3879368688147438-0.2779058836644364*I,0.237554907636668+0.10532379722321304*I,50
0.46238761466486245,0.3481187437201623+0.2950819698612952*I,0.2721237373310605-0.10322712714018271*I,50
0.3991074951525888,0.3198942372824671+0.30449735435951125*I,0.2922919443541153-0.09868287222650439*I,50
0.3206078927633105,0.2800607593083055+0.31302848343997003*I,0.3154712256967285-0.090133467756554*I,50
0.14426698738065147,0.15795602230832775+0.30095688205240917*I,0.36197209413930953-0.05907773316013597*I,50
0.675010843306465,0.4339264597144864+0.25705394706447615*I,0.19189712213137608-0.09707057381584483*I,50
0.3762906076420762,0.3089475867622023-0.3074123460896905*I,0.2992259872656161+0.09651736433917923*I,50
0.39889568513632856,0.3197947107628102+0.30452576449755964*I,0.29235709997211795-0.09866400732203956*I,50
0.6838511963268574,0.4379260545878649-0.2555263059828036*I,0.1880563574238436+0.09574813270865337*I,50
0.7977641940976274,0.5245897082447786-0.24053883561407957*I,0.1338938489278698+0.06204104703870528*I,50
0.7180096175167565,0.4549691647982464-0.2499800073319915*I,0.1727600429988052+0.08934965736992681*I,50
0.7693790559317588,0.4907172572153915+0.24338236088795331*I,0.14827513517546567-0.07452724407343447*I,50
0.681651125527643,0.43691860311148506-0.25590368384017104*I,0.18901659733837145+0.09608889055176845*I,50
0.16493441354709293,0.1755366681990053-0.30661023859462333*I,0.35680093637258387+0.06373468184024186*I,50
0.4312242504488064,0.3345727736447847+0.29993234501780003*I,0.2822348759597681-0.10126702375914458*I,50
0.1920198423056909,0.19700556657693155+0.31157449228728695*I,0.34994589785601254-0.06935088912930522*I,50
0.5673643908528223,0.390399788543666-0.2767460132383281*I,0.23519495104976376+0.10521118872693354*I,50
0.22911044210002718,0.22385647446620308+0.31501447464156135*I,0.34036725819752306-0.07627176572774189*I,50
0.25436351776714683,0.24066400425956413+0.3156907549595811*I,0.3336922442352121-0.08053161445241337*I,50
0.8094057236204737,0.545868997016774+0.23871878217576195*I,0.1278022085787494-0.055421172585241964*I,50
0.332330882345075,0.28642628566530676+0.3120531897673448*I,0.3121266844344057-0.09160503017990551*I,50
0.6361444901065407,0.41748602119241907+0.2640334526558911*I,0.20824370023478267-0.10154862775204333*I,50
0.867484347665358,4.969012372055475,0.0569856565478083,50
0.41202595541051457,0.32589472488495536+0.30272067745924724*I,0.2882894482916966-0.09978882104295922*I,50
0.6327578457314422,0.4161145620207803-0.2646550327948881*I,0.20962804536906332+0.10184638039181566*I,50
0.6588640366003076,0.4269081242815425-0.25991079316091936*I,0.1987928533712628+0.09918089958853452*I,50
0.4863341860367425,0.35814043809331936-0.2911277697918188*I,0.26410363054359887+0.10434133305542614*I,50
0.5510529450593384,0.3840352253980999+0.2797301017325202*I,0.2412473058220405-0.10543429208372646*I,50
0.16192798294704258,0.17304666973709432+0.30589951113379393*I,0.357555933687426-0.06307852350786625*I,50
0.3224416944595001,0.2810673371519406-0.3128842224388501*I,0.3149505866907771+0.09036812678763605*I,50
0.784198411399988,0.5061558205745879-0.24193420353591305*I,0.14084795408516515+0.06853837440963319*I,50
0.3407465678711883,0.29089748362252016+0.31127893141659874*I,0.3097015841603026-0.09261968003974087*I,50
0.8458749693610537,0.7275145586932544-0.15495537525943134*I,0.1079151574915236+0.01842159712540101*I,50
0.8195286041596277,0.5713381884547404+0.23547540528856714*I,0.1224079591844809-0.04855907584668621*I,50
0.31369983402176893,0.27623181204205355-0.3135429408856681*I,0.31742419050061565+0.08923461113163143*I,50
0.7394183252629489,0.4677053028079007+0.24691713747169733*I,0.16278306071550744-0.08408319972628783*I,50
0.4480200785797419,0.341950683166402+0.2973637930055819*I,0.2768299918542462-0.1023928206853021*I,50
0.7002722600495113,0.445747099710687-0.2527784810795891*I,0.18079522600046283+0.09294506870100361*I,50
0.8086138431707957,0.5441980324695689-0.23888370150068583*I,0.1282203137675498+0.0559093555222944*I,50
0.32369543003464263,0.28175317298328156+0.3127837829569729*I,0.31459409756604106-0.09052760541743657*I,50
0.8112019767491951,0.5498078207399805+0.23831017939793184*I,0.1268517458990145-0.05429027313592154*I,50
0.8236183960862569,0.5844837926890096+0.23313469712078774*I,0.12020204690519044-0.04538566856120901*I,50
0.5223237956771143,0.37270737863087267-0.2848942875248067*I,0.25161479081068566+0.10531782355409487*I,50
0.6062228298022847,0.40556079026847774-0.26955853469306174*I,0.22026358480583194+0.10373065767699534*I,50
0.17130154398496655,0.18073730539068697-0.3080022087673084*I,0.3551984002655042+0.06510181358897796*I,50
0.43977050803418893,0.3383505249782098+0.29863945654924207*I,0.27949753290380897-0.10185977856079143*I,50
0.16551654384989023,0.17601623335712846+0.306743807624232*I,0.35665462564167427-0.0638609353868754*I,50
0.17128844685637068,0.18072670779228772-0.3079994980535437*I,0.35520170186175676+0.06509903218578772*I,50
0.5130583445827761,0.36900471187053113+0.28652764833225997*I,0.2548816962483647-0.10515087060119843*I,50
0.17700285658011827,0.18531207387110551-0.30912503394710383*I,0.3537590466195945+0.06630082607843013*I,50
0.6184176762700773,0.41037543212888034+0.26729965752639434*I,0.21542164804263514-0.1029603806714631*I,50
0.27074306844240836,0.25099860937952756-0.31556149798403726*I,0.329287559849525+0.08311280235806504*I,50
0.7166092790660363,0.45420452331127903-0.25019330249394106*I,0.17340186247089096+0.08965700471661796*I,50
0.717490070768698,0.4546846457666831+0.25005897621850093*I,0.17299831906014795-0.08946418253640535*I,50
0.5549040555768299,0.385540757860216+0.27902835844453183*I,0.23982943712587865-0.10540132635177255*I,50
0.44462991845374056,0.340476570025021+0.29789120911736006*I,0.2779292445646757-0.10217846748010553*I,50
0.27154763270217663,0.2514954597484104+0.3155449709337621*I,0.32906959094490845-0.08323601048646165*I,50
0.2458179868095942,0.23509956590871448+0.3155894827777387*I,0.33596623717517576-0.07912889381038836*I,50
0.8306242867809346,0.6128573001947571+0.2261212475029879*I,0.11638669525847119-0.03919254598114791*I,50
0.15910798676456683,0.17069067944824337+0.3052002480604654*I,0.35826318378396704-0.06245669541213388*I,50
0.7856305661815892,0.5078700114407434-0.24179720358403706*I,0.1401209345486486+0.06790325737450631*I,50
0.6963109071330522,0.4438066135980927-0.25342921519502515*I,0.18256223125028398+0.0936647917899326*I,50
0.700044568708101,0.44563453091625205+0.2528156544694319*I,0.18089705832797545-0.09298721930861262*I,50
0.452996007078843,0.3441011243586816+0.2965818898942918*I,0.27520883837924737-0.10269543716143278*I,50
0.5266680301957878,0.374433925993763-0.28412253035727936*I,0.2500703823975469+0.10537500947356683*I,50
0.3045794016605139,0.2710843535852005+0.3141486882345352*I,0.319982803933779-0.08801180844147291*I,50
0.5673692771693897,0.390401691415871+0.2767451150661863*I,0.23519311941214277-0.10521108857950018*I,50
0.7230338799217264,0.4577733002636757-0.24922682723179992*I,0.17044653761547604+0.08821142051901767*I,50
0.19919882229907615,0.20242076054993527+0.3125091061802387*I,0.34811073211116567-0.07075625297136454*I,50
0.5556813778277876,0.3858443819167873-0.2788864897510046*I,0.23954242482965765+0.10539321823897599*I,50
0.3015730701254913,0.26936394643087885+0.31432911312406214*I,0.3208213380434809-0.08759971996160858*I,50
0.8465507174227949,0.7358741535925964+0.14519407611946658*I,0.10753433004841853-0.01686925550523885*I,50
0.19149318863635245,0.19660394586448454-0.31150020251879806*I,0.3500802014143637+0.06924647954123625*I,50
0.34381191869497574,0.2925063462656073+0.3109823950030795*I,0.30881314912139907-0.09298057482870473*I,50
0.28374574755094417,0.25890984459915584+0.3151868129587198*I,0.32574580112774726-0.08506355395569615*I,50
0.2767956419024058,0.2547123503012333-0.315415211965316*I,0.32764402306896023+0.0840315482846035*I,50
0.2867135708238424,0.2606809565944002+0.3150704428536711*I,0.324931589373874-0.08549680569469731*I,50
0.6883087671353463,0.43999412948735767-0.254767894426195*I,0.1861017763313981+0.09503328408837652*I,50
0.45537970714778364,0.3451258523616487+0.2962041275124577*I,0.2744289542106642-0.10283530265191927*I,50
0.16771575895682922,0.17782051200367383+0.3072368127796037*I,0.3561015156284473-0.06433559937205698*I,50
0.26327376346026954,0.2463384456170927+0.31567057665381054*I,0.3313038320850264-0.08195306107390177*I,50
0.6199064768714617,0.410966844194727-0.26702434584651835*I,0.21482522546662938+0.10285544823244963*I,50
0.6542770524489097,0.424969384476535+0.26073505048514684*I,0.2007242916236493-0.09971312921020267*I,50
0.8062902393718672,0.5395084246089534+0.23932232283219657*I,0.1294439690008555-0.05730711060483225*I,50
0.7383550613008616,0.467018022165265-0.24705960505384753*I,0.16328600935033188+0.08437183468787744*I,50
0.5374026413562121,0.3786774799991769+0.2822007307947772*I,0.24621887770841655-0.10545687348311683*I,50
0.371289862778444,0.3064848097958347+0.30800931902646966*I,0.3007233212350071-0.09600722855739684*I,50
0.7343121912197772,0.4644637797477003-0.2476111371605267*I,0.16519117290035643+0.08544198016688036*I,50
0.7460795937895905,0.4721731079412967-0.24605008047315446*I,0.15961395763421343+0.08220368443736284*I,50
0.6374407222532361,0.41801284720219484-0.26379592628218007*I,0.2077121940627251+0.10143103242033688*I,50
0.6161621735262661,0.40948111542010224+0.26771699014757605*I,0.2163230044719124-0.10311475711800001*I,50
0.6142064133364162,0.4087071754506537-0.26807906864160697*I,0.2171024279636017+0.10324418206586787*I,50
0.5967719201131401,0.4018573396028223+0.27131111816134834*I,0.22396371453942202-0.10422243459237103*I,50
0.6661897170872095,0.4300517355125835-0.2586052637360278*I,0.19568317150876252+0.09827037308065677*I,50
0.4080110358636746,0.32404429709448407+0.30328190722881515*I,0.2895394490067451-0.09945455815233972*I,50
0.500694520214249,0.36401541600491194+0.28867779586971126*I,0.2591847110276249-0.10483546921587382*I,50
0.16743696734892,0.17759243635329944-0.30717532136377357*I,0.3561716650983321+0.06427562763137631*I,50
0.34327953996946836,0.2922276686842162-0.31103443765723404*I,0.3089676468340892+0.09291822911169394*I,50
0.3549964946958384,0.29829028400124996+0.30983824796167925*I,0.30554792262940855-0.09425792872442862*I,50
0.3798694198600756,0.3106956032783337+0.30697544374927377*I,0.29814954077785355-0.09687466631062693*I,50
0.23745152213706944,0.22953120449243478+0.3153670459854037*I,0.33817733353960583-0.07771739912657179*I,50
0.812332081258202,0.5523983426921756+0.23802515464621296*I,0.1262522951511779-0.053561297778389035*I,50
0.33094346118639706,0.28568137892762746+0.3121750415198393*I,0.31252453625941545-0.09143440142873406*I,50
0.2053444227784218,0.206970308241813-0.3131988049406908*I,0.3465329345329375+0.07193340919567352*I,50
0.15536529300074098,0.16753287856191576-0.3042216506587145*I,0.35920052514531436+0.06162169409608909*I,50
0.3432644787101964,0.29221978022699463+0.3110359066807834*I,0.3089720164404587-0.09291646328269945*I,50
0.18999085448988673,0.19545496128620513-0.31128384813156723*I,0.3504630779723243+0.06894764094833888*I,50
0.7911400972775859,0.5149317374274998+0.24125746817870627*I,0.13730849682535826-0.06535357157838681*I,50
0.7519762133270276,0.4763898177128787+0.24532065801716463*I,0.1567821473691421-0.08043171888036513*I,50
0.44934346101909717,0.34252412466521526+0.2971567339390573*I,0.276399734037835-0.10247470244574361*I,50
0.6870475850331978,0.4394052215185958+0.25498160173667395*I,0.18665601941019577-0.09523890082367908*I,50
0.16020569217582636,0.17161013096898023+0.30547626058226657*I,0.35798798545936494-0.06269948622205064*I,50
0.2543944575884878,0.24068393041181332+0.31569090158753155*I,0.3336839817706377-0.08053662249160536*I,50
0.7743631129794324,0.4954975312491508+0.2428813872392098*I,0.14579646136992233-0.07262385312001285*I,50
0.18824663608619185,0.19411478125473583-0.3110243144209811*I,0.35090716185162685+0.06859881955718408*I,50
0.7912245292875668,0.5150462450139015-0.24124892906772716*I,0.13726520306605267+0.06531311795089453*I,50
0.15745986735894602,0.1693044980329215-0.3047765398958817*I,0.35867612901805135+0.06209037611102617*I,50
0.7907989030985583,0.5144710669306397+0.24129186374422987*I,0.1374833891839521-0.06551660628224024*I,50
0.24865349041415197,0.23695947079000518-0.31563673567943107*I,0.3352134731578705+0.07959866051428444*I,50
0.8344867180794595,0.6329751459320897+0.21924158499175295*I,0.11426305647972834-0.0352170591228242*I,50
0.19369872552851963,0.19828185532901949+0.3118059947843206*I,0.3495174683516768-0.06968252246319986*I,50
0.1630359831028767,0.17396693880337202-0.3061655586688669*I,0.35727780561513095+0.06332115347667852*I,50
0.275370784986287,0.25384303223715193+0.31545415974983465*I,0.3280317262002891-0.08381694641364314*I,50
0.5226040966196552,0.37281895401046844+0.2848446021098796*I,0.25151538745179186-0.1053219242611472*I,50
0.3609894978082382,0.3013354287994431+0.30918696672809415*I,0.3037828372265808-0.09491679357759177*I,50
0.485776533119451,0.3579103947413581-0.2912217957908443*I,0.2642929658650883+0.10431945197733754*I,50
0.25473897256535905,0.24090570216142101-0.31569242976445777*I,0.3335919647641903+0.08059235281368492*I,50
0.6388063025793698,0.4185690543774687+0.26354593738788407*I,0.20715125963835074-0.10130494612431268*I,50
0.4387664490933241,0.3379092814686044+0.29879289745116533*I,0.2798205001875285-0.10179226270235484*I,50
0.8127139095640787,0.5532943564563036-0.2379233852717565*I,0.12604950079706276+0.05331182703733336*I,50
0.4736844984793316,0.3528842723061527+0.2932385478426457*I,0.26836813085529454-0.10379679666514946*I,50
0.6093471611606069,0.40678982962063637+0.2689793390850112*I,0.21903039011979636-0.10354819179806801*I,50
0.6311160078036206,0.4154521379757891+0.26495685596591134*I,0.21029693841916003-0.10198585051164336*I,50
0.4794846948598146,0.3553043774333439+0.29227654013756915*I,0.266420599569048-0.1040589205374507*I,50
0.5072489121850521,0.3666677177328152+0.28754234651878424*I,0.2569115110763507-0.10501563842765084*I,50
0.7713259207486902,0.4925414173348794-0.24318425490140128*I,0.1473092080079485+0.07379614338115736*I,50
0.25454470962294873,0.24078067481215587+0.3156915916397609*I,0.3336438539966896-0.08056093566698311*I,50
0.8016406780801519,0.5309721823466288-0.24004439818679316*I,0.1318783950037848+0.0599605244971676*I,50
0.5034847997456899,0.3651466329742426+0.2881956736303391*I,0.2582191607045788-0.1049157085632507*I,50
0.5031283845739849,0.3650023137374556+0.28825736201737645*I,0.25834267416497-0.10490575024029361*I,50
0.5241002970893238,0.3734141130085424+0.2845791296197196*I,0.2509842161586169-0.10534285723202552*I,50
0.31535063647900086,0.27715219508129924-0.31342424356757104*I,0.3169586828708385+0.08945154819497368*I,50
0.2050646818483708,0.2067649107122594+0.31316952933209474*I,0.3466048946044327-0.07188033577280036*I,50
0.8296584581054463,0.6083973316003541+0.2274198027391658*I,0.11691546347569699-0.040115420780322916*I,50
0.5629647053784916,0.3886857671443239-0.27755379663457513*I,0.23683962415691495+0.10529313072482413*I,50
0.32660318688757695,0.2833365579529215+0.31254526056610826*I,0.31376561038944256-0.09089450045696687*I,50
0.13315482576740045,0.14803572608308033+0.29708474477847807*I,0.3647373616300331-0.056421872813110806*I,50
0.19311667611529293,0.1978400705295892-0.3117266479140803*I,0.3496660505401828+0.06956775655631907*I,50
0.24535421010214864,0.23479405979096807+0.3155804300510163*I,0.3360891943076584-0.07905164656634972*I,50
0.45803565535257196,0.34626356347841963-0.2957808426763079*I,0.27355748052942186+0.1029872176668916*I,50
0.757736397839317,0.48078712089963604+0.2446438500690715*I,0.15399140589100316-0.07859490645200548*I,50
0.7237616034262262,0.4581877545282359+0.24911936008199595*I,0.17011004532383944-0.0880418455811533*I,50
0.14658474656550258,0.15998284327961115+0.30168576943404024*I,0.36139418294799047-0.05961766272614008*I,50
0.448760909478781,0.34227183300693215+0.2972479617261492*I,0.2765892131146815-0.10243878264905702*I,50
0.5562661669485296,0.38607274905679206+0.2787797117140373*I,0.23932631875403365-0.1053867941820545*I,50
0.22317275079274612,0.21973928404429421+0.31467832392670275*I,0.34191769531337557-0.07521878407224077*I,50
0.29244689135294544,0.2640671775140514+0.314815028249121*I,0.32335240596509485-0.08632124799322886*I,50
0.4207070653855478,0.3298528398872929+0.3014806479118099*I,0.2855676822878664-0.10048204985810277*I,50
0.13724296656355173,0.151724971695593+0.2985847766119895*I,0.36372097361730094-0.05741223155080363*I,50
0.39982268833688916,0.32023001814236257+0.3044012486301*I,0.2920718304683724-0.0987463977386912*I,50
0.38822140720652,0.31472927272802437+0.30592567543856886*I,0.2956213928056826-0.09768309859876802*I,50
0.84379052165231,0.7043431116503451-0.17730796577896007*I,0.10908689698647046+0.022525888352223012*I,50
0.698408114348348,0.4448292422596942+0.25308365951584727*I,0.18162797998026303-0.09328733956269811*I,50
0.812396408402484,0.5525485459633968-0.2380082109901459*I,0.1262181392466114+0.053519382939176824*I,50
0.7668543581395377,0.4884278566640541-0.24364437767212935*I,0.1495234165414945+0.07545260111675327*I,50
0.8395077811559628,0.6663186966845824-0.20358830928710955*I,0.11148040734774604+0.029125319091875098*I,50
0.14517696002010427,0.15875348229147512+0.30124613407259615*I,0.36174525342031366-0.059290273003253534*I,50
0.7838731969060906,0.5057729482124613+0.2419652412459157*I,0.14101281523367531-0.06868108529209628*I,50
0.55555611637001,0.3857954599631485+0.27890935614948065*I,0.23958869415045383-0.10539455803335811*I,50
0.8692643150131039,11.257726970769967,0.053960908559247865,50
0.38466022712300596,0.3130170911008935+0.3063783437198512*I,0.2967021211559733-0.09734275984638492*I,50
0.31389219368120425,0.2763392355732854+0.31352924916651387*I,0.3173699854087168-0.08925995890858333*I,50
0.6772575918195454,0.4349310520901707+0.25666294147679075*I,0.19092545068897807-0.09674616505236283*I,50
0.8516413102291505,0.9390703013636498,0.09312568981829462,50
0.6106792083226609,0.40731468057735504+0.26873247336956424*I,0.21850309845351223-0.10346732247553081*I,50
0.21770247679755683,0.21588739362472176-0.3143020584973481*I,0.34334004487393155+0.07423073614970903*I,50
0.7195959728765668,0.4558440596636794+0.24974012448278968*I,0.17203139637485104-0.08899632758961626*I,50
0.46780219495735453,0.3504116806105479+0.29420356330538416*I,0.27032982360628544-0.10350981714807071*I,50
0.6110241516081933,0.40745068272412693-0.2686685542842426*I,0.21836640346381841+0.10344607861293882*I,50
0.616168529736457,0.4094836329796175-0.2677158136909271*I,0.21632046810209785+0.10311432979710405*I,50
0.5266111954996029,0.37441137439990513-0.28413265032551077*I,0.2500906402758531+0.10537434964421577*I,50
0.8076908538585992,0.5422981349409335-0.23906554116986178*I,0.1287069455166953+0.05647066084417249*I,50
0.3823924878435594,0.31192082462856663+0.3066627031541948*I,0.2973881815461872-0.09712264747266225*I,50
0.2640742010506949,0.2468420004485202+0.3156627990205678*I,0.33108838408960534-0.08207872383577207*I,50
0.7325139009424235,0.46335605577969313+0.2478613320051514*I,0.16603495560816953-0.08590442252458903*I,50
0.8209477161180214,0.5756699030609844+0.2347607433254979*I,0.12164429146781475-0.047488724182284156*I,50
0.2866560899706798,0.26064677292961946-0.31507280095185075*I,0.3249473799287888+0.0854884565540038*I,50
0.7333732386922922,0.46388329961020186+0.2477414061186021*I,0.1656320210742019-0.08568446141498413*I,50
0.3873960757433059,0.31433347070832796+0.3060312426813028*I,0.2958722272338717-0.0976048021726813*I,50
0.24257134841702244,0.23295315067718908+0.3155181517474631*I,0.33682602228637654-0.07858568524168157*I,50
0.2761392597615824,0.2543122609848992-0.3154334937692054*I,0.3278226854533835+0.0839328170791702*I,50
0.17419769666536178,0.18307074831985215-0.3085866909632959*I,0.35446777589888406+0.06571380393420212*I,50
0.29926944040722736,0.2680375534337584+0.3144606615268903*I,0.32146226761069097-0.08728091849345597*I,50
0.8209039060617487,0.5755327257397036+0.23478420220313495*I,0.12166789486387375-0.04752223543645751*I,50
0.831086916438079,0.6150675106125522-0.22544852816706026*I,0.11613309748031866+0.03874127714694951*I,50
0.7626761427477582,0.4848124124774916+0.24409168033820144*I,0.1515785873552856-0.07693006577859289*I,50
0.6381356515842351,0.41829573932363967-0.2636686774705311*I,0.20742686796485416+0.10136715155392036*I,50
0.8628861005857833,2.1617747971554824,0.06526611263911639,50
0.7863376789516245,0.5087337852931751+0.2417292760011738*I,0.1397613628580559-0.06758560618349412*I,50
0.2169642172671169,0.2153631501749975-0.31424620195833747*I,0.34353156927118245+0.07409605358190867*I,50
0.1956112082782655,0.19972833351515634+0.3120599740715666*I,0.34902887889809914-0.0700580751238201*I,50
0.7748966549007519,0.4960315405864565-0.24282888374755907*I,0.14552997620845665+0.07241379918815588*I,50
0.17718773930109255,0.18545915108840894-0.30915957499087127*I,0.3537122981764767+0.06633931940087111*I,50
0.8459998610480386,0.729025498246209-0.15326934131239842*I,0.1078448087757196+0.018145005599139296*I,50
0.636978842035651,0.41782500084749585+0.26388053746048795*I,0.20790168823274885-0.10147316698836285*I,50
0.6566197941170138,0.42595690857883-0.2603134660605957*I,0.1997393339406417+0.09944487199411782*I,50
0.7873423991701358,0.5099816550406431-0.2416322877216847*I,0.13924975657007133+0.06712953758490395*I,50
0.46653609528745354,0.34987700102941255+0.29440982634089496*I,0.27075030540105044-0.10344529618523735*I,50
0.32562275880254976,0.2828038050448918+0.31262654846668525*I,0.3140452218484024-0.0907712572512051*I,50
0.5848495805365064,0.3972063702481257+0.2735199952258987*I,0.2285677652985883-0.10471881121090577*I,50
0.25164085084447163,0.23890435474679092-0.31567173943892146*I,0.3344184973211545+0.08008892613516298*I,50
0.762287206655275,0.48448611543788067+0.24413422383447558*I,0.15176922544130916-0.0770642965561157*I,50
0.5718419882988368,0.39214301324021494-0.2759220721102227*I,0.23351179056782306+0.1051108031415835*I,50
0.7170798190764178,0.4544606703712245+0.2501214721295047*I,0.17318634370601432-0.08955420255462389*I,50
0.6510293717052336,0.423609095495427+0.2613214437075439*I,0.20208456689969365-0.10007287332259875*I,50
0.3138360452335138,0.2763078841986856+0.313533249501384*I,0.3173858085370736-0.08925256195538801*I,50
0.469592820864589,0.35116635344188807+0.2939109649484021*I,0.2697340867428746-0.10359941014857697*I,50
0.38390888963096415,0.3126543981377585+0.306472895812067*I,0.2969296076626557-0.0972701245330658*I,50
0.2702938425393502,0.25072076551244465+0.3155703294482807*I,0.3294091952080117-0.08304386496579122*I,50
0.21169439216051145,0.21159009885387897+0.31381114060816845*I,0.3448957734002764-0.07312530143729415*I,50
0.8475068079555732,0.7485251772665765-0.12803549512536067*I,0.1069946983045068+0.01438090286824832*I,50
0.5151885298984347,0.3698585603629503+0.2861537182981235*I,0.25413384773602915-0.10519460460830167*I,50
0.715903134933743,0.4538215923040564+0.25030139816557684*I,0.17372501948391075-0.08981038977278814*I,50
0.6791704079437104,0.43579251528491947+0.25633148760878327*I,0.1900958184066101-0.09646376711805069*I,50
0.47401503445190296,0.35302265863479565-0.29318400042946136*I,0.2682575010356603+0.1038122938329882*I,50
0.8456869792790724,0.7252683804466797-0.15740294782609293*I,0.10802101759307696+0.018830019588661307*I,50
0.507479440850507,0.3667606952212823-0.2875022268722931*I,0.25683123387550877+0.10502144590519426*I,50
0.21773827823975922,0.21591278967831615+0.3143047360119137*I,0.34333075442084676-0.07423725936160869*I,50
0.27748462622997905,0.2551316242614933-0.3153954010837854*I,0.3274563742344316+0.08413494764214395*I,50
0.2774721850025279,0.2551240595184892+0.31539576443434225*I,0.32745976369607155-0.08413308266398638*I,50
0.42234877984851105,0.33059494541448003+0.3012421989103262*I,0.28505000871492325-0.10060856953832256*I,50
0.3416216434047197,0.291357830525239+0.31119505075882387*I,0.30944824025409545-0.0927231792408588*I,50
0.4546006485315748,0.3447913246422246+0.29632781456803536*I,0.2746840763005248-0.10278995628651287*I,50
0.8694189993962924,12.70887123509419,0.05370190790008786,50
0.8690880226261708,9.969032815829056,0.05425680765981259,50
