"q","mu1","mu2","kurt"
0.16045913375885346,0.4295549690595574-0.7638482291367356*I,0.894811070220964+0.1568885203549844*I,50
0.34921656480894625,0.7382949512622287+0.776103624175552*I,0.7680999273921698-0.23401391067448965*I,50
0.41090999787449056,0.8134541878632656+0.7571936743038468*I,0.7215936077177264-0.24924193286623228*I,50
0.7718315726768441,1.2325600036867357+0.6078333239406883*I,0.36764463165917527-0.1840092323071304*I,50
0.8439301900452896,1.7644610031886256+0.44021116160370166*I,0.2725213117643953-0.055688794063381196*I,50
0.1543954674080661,0.4167719816461326+0.7598959881628363*I,0.8986079462049532-0.1535087143010394*I,50
0.4588009525283301,0.8664765157243316+0.7391460428095803*I,0.6832646894293879-0.2575755491671897*I,50
0.3297308766445495,0.7125712711487738+0.7807003943930052*I,0.7821795101206936-0.2282112450475194*I,50
0.4642078507472185,0.8722285577992903+0.736969389398469*I,0.6788048142419291-0.25831031261815346*I,50
0.6875269843994183,1.0990717892640347+0.6372507118448977*I,0.46611363999632-0.23790264415239937*I,50
0.671958501410967,1.081434063814934+0.6439698367683787*I,0.4830309646314294-0.24374724724030236*I,50
0.8438831987167474,1.7632445722863261+0.44124924629820145*I,0.27258723810315044-0.0559002084928433*I,50
0.5025215816432671,0.9118912244739841+0.720905793508882*I,0.6463820924735593-0.2622214988959565*I,50
0.1486288705047829,0.404396299353333+0.7557685742843878*I,0.9022103138483513-0.15022498388212369*I,50
0.1385922682707179,0.3823310479333242+0.7476503172201463*I,0.9084632142242886-0.14433914235168485*I,50
0.17135731585902847,0.4519560721759206+0.7700343624948642*I,0.8879608518459654-0.16278414078750167*I,50
0.2454326103336648,0.5871143264197433+0.7889549669504751*I,0.8401710299483055-0.19766178291054542*I,50
0.538551943841342,0.9478252175922881+0.7049845194102276*I,0.6145087686530155-0.2636513052745326*I,50
0.37649674357098273,0.7726214898308897+0.7684684932557424*I,0.7479102394235271-0.24134530264754694*I,50
0.43547946058566955,0.8411500150750966+0.748230919793138*I,0.7021880984543933-0.2539181687856685*I,50
0.25625621963642375,0.6047001966274026-0.7892422239395988*I,0.8329660119360216+0.20209260920274982*I,50
0.27588386119375663,0.6353910322762603+0.7886011263108457*I,0.8197304372066825-0.20973585362143657*I,50
0.30703959253303736,0.6812085165003192+0.7849845442489376*I,0.7982370567431801-0.22086426012057497*I,50
0.25482566773156856,0.6024036977572783+0.7892319603803997*I,0.83392201262128-0.2015159178470324*I,50
0.5558354802247356,0.9647614127411794-0.697145889604781*I,0.5987137307118798+0.2634788810851173*I,50
0.47971465386570955,0.8884999262044315-0.7305954806477362*I,0.6658577838489549+0.26017220359416515*I,50
0.7733742644668415,1.236299229182618+0.607448060497391*I,0.3657244212437507-0.1825246709356223*I,50
0.5073012398768586,0.9167220612004593+0.7188331020903754*I,0.642233227260961-0.2625423996136935*I,50
0.7554643820270666,1.1975425788235243+0.6122663854264419*I,0.3877377097383726-0.19833103678511302*I,50
0.3609744145198792,0.7533195270357342+0.7729715949343053*I,0.7594682334379054-0.2372878945606336*I,50
0.5382048011281568,0.9474835278572166+0.7051408267160023*I,0.6148225759295816-0.26364881466246853*I,50
0.4218295951996578,0.8259011875159457-0.7532943493917323*I,0.7130345569731305+0.25142179182877045*I,50
0.42785504211084,0.8326736286580003+0.7510840761314443*I,0.7082670409017888-0.2525554220043627*I,50
0.13009407122877503,0.3631070880486951+0.7397516433041957*I,0.9137443038864763-0.13917467132887698*I,50
0.46991378983312426,0.8782536050918807+0.7346460208824971*I,0.6740679253192605-0.2590381593073492*I,50
0.16653845133499123,0.4421402237029673+0.7674379010797391*I,0.890994212673307-0.16020487288846866*I,50
0.2809004923260183,0.6429999618108888+0.7882197730131417*I,0.8163108361796488-0.21161006227942097*I,50
0.5061874965671238,0.9155983998189964+0.7193172739161078*I,0.6432021068907207-0.26247108090473315*I,50
0.2362034680134748,0.5717251301359771+0.7883070990015753*I,0.8462647783293221-0.19375888764672572*I,50
0.42065330461740946,0.8245712608553049+0.7537210889057341*I,0.7139615460795407-0.25119470497228835*I,50
0.1305776695629559,0.3642147033378165+0.7402282966967828*I,0.9134440392526537-0.13947324192497257*I,50
0.16760574320590327,0.4443263302215825+0.7680314547131554*I,0.8903229972445945-0.16077985117663557*I,50
0.48372718886958155,0.892659279459185+0.7289164649174353*I,0.6624692397672063-0.2605933513112906*I,50
0.7170288113357222,1.1360821629134357+0.6253231274427903*I,0.4330242838983509-0.22391342400906777*I,50
0.8305968630998763,1.5318195545160251-0.5654001263190559*I,0.2910043037163916+0.09804776131760666*I,50
0.7244835912180216,1.1465027982502767+0.6225328974389941*I,0.42443963276609-0.21968101114340907*I,50
0.7979356890451783,1.3121489654973202+0.6012961193030567*I,0.334512389588984-0.15487837311661165*I,50
0.8614873520530599,4.6632254797335335,0.16990010555180401,50
0.8070321908392707,1.3524314024198092-0.597972539869798*I,0.3226343939231185+0.14216569327614553*I,50
0.8051790551789664,1.343427527875882+0.598778706438649*I,0.32506867553889135-0.1448951026745002*I,50
0.7528299006586223,1.1925578078188928+0.6130452662694599*I,0.39092520382986445-0.20041572270877323*I,50
0.7904013337484745,1.2848460115568578+0.6033293187127836*I,0.3442176440337296-0.16426423378881796*I,50
0.8277105465127994,1.4999673209276618-0.5741544076022765*I,0.2949479305598255+0.10475893724140097*I,50
0.7707023182795871,1.2298783244661275-0.608118383630354*I,0.3690473084273655+0.18508004765269256*I,50
0.74885550274434,1.1853126003940744+0.6142553472938576*I,0.39570993524336495-0.20345663708072262*I,50
0.7366342091553492,1.1647990930957792+0.6182312075655501*I,0.4102458398983978-0.21208145156158942*I,50
0.7832282399823762,1.2625511068186002+0.6050668760833958*I,0.3533487788145882-0.17240619178826344*I,50
0.822881499546693,1.4548985411233961+0.584062077871415*I,0.3015016422941263-0.11494543896236316*I,50
0.8430919506249259,1.7433749177938558+0.4574428955124843*I,0.2736964656406028-0.05934137737474209*I,50
0.777666401591629,1.2471982612046197+0.6063978978061434*I,0.3603574989732123-0.1782571330058787*I,50
0.8517609263460555,2.366633622169748,0.23158881719650792,50
0.785249597715254,1.268523673669914+0.6045842780482658*I,0.3507862287974934-0.1701831860077495*I,50
0.8027604237403636,1.3323339799674934+0.5997144730255531*I,0.3282345638800587-0.14834500145638654*I,50
0.8181129583041781,1.4180865868406651+0.5902606179037718*I,0.30791978323903696-0.1239923896003097*I,50
0.8595684581223862,3.9416698634962404,0.17959654913969453,50
0.759325641161438,1.2051369420466296+0.6111584481600434*I,0.3830428155003244-0.19517155547108436*I,50
0.8256930319637693,1.4800233507495106+0.5788778513086804*I,0.29769268510853497-0.10915780108362173*I,50
0.8092317890650136,1.3637466281592616+0.5968893752550299*I,0.3197352295107813-0.1388223320983624*I,50
0.7001931494678666,1.1142699334807142+0.6319784840033682*I,0.4520765275371712-0.2323993117912633*I,50
0.8334762332506699,1.5683073728119217+0.5533778419939928*I,0.28705011729736185-0.09076454191844738*I,50
0.7609966424404857,1.2085380442071738+0.6106913082872739*I,0.38100246331214593-0.19376446363481475*I,50
0.7133128172048093,1.131079041695166-0.6267523407966955*I,0.43726908505689055+0.2259099807297095*I,50
0.7923471025463251,1.291470757509518+0.602835656426734*I,0.3417225657267592-0.16192776214199092*I,50
0.7512222810228835,1.189588835855158+0.6135296822766136*I,0.3928640525738895-0.20166055438661268*I,50
0.868333024919578,16.824204417197397,0.13883241154852133,50
0.7072086546194422,1.1231039872195168+0.6291507825343597*I,0.4441929714890623-0.2290346730934262*I,50
0.7560684210179934,1.1987073195521447+0.6120904269273951*I,0.38700507875707824-0.19784506027222729*I,50
0.7590395828561047,1.204561877371219+0.6112391609453433*I,0.38339158102858-0.19540998548701455*I,50
0.848912918030353,1.9228237652936133+0.2249764126100354*I,0.2654983211477295-0.02396831191168971*I,50
0.7978603646066069,1.3118522872506098-0.601318542605085*I,0.33461000686958803+0.15497693096938397*I,50
0.7675856731193005,1.2227062399012751+0.6089196583489955*I,0.372905838761535-0.187967869745586*I,50
0.7804415431673526,1.254671319329016+0.6057314752059887*I,0.3568681207669821-0.17538499157132675*I,50
0.7766531584188126,1.2445561230222288+0.6066433069295031*I,0.3616277252535048-0.17928326790409246*I,50
0.7274541119830444,1.1508136168609153-0.6214517290050571*I,0.42099290107656+0.21790618107921622*I,50
0.8187784787776835,1.4228446473054832+0.5895456689392242*I,0.3070271862709528-0.1227815574214366*I,50
0.8356514311707529,1.5997031858985984+0.5411605949292826*I,0.2840495193435203-0.0847814787323957*I,50
0.8003335814866783,1.3218796332956713+0.6005493257805397*I,0.3313985265392696-0.15168675591394742*I,50
0.7889246224012396,1.2799942678565486+0.6036950499046876*I,0.34610603480603946-0.16599954832442473*I,50
0.8242700014878372,1.466947255762041+0.5816786396061367*I,0.29962287396094245-0.11213379463588914*I,50
0.8251958738153363,1.4753670009300837+0.5799013661564677*I,0.2983675696006645-0.11020884603398706*I,50
0.8049192754794543,1.3422014405241642+0.5988850580518537*I,0.3254093243121215-0.1452716210029123*I,50
0.7460103119538131,1.1803127677190375+0.6151471672971807*I,0.39911770237551186-0.20555971011688645*I,50
0.8461935978834292,1.828498643753117+0.3763823769531807*I,0.26933912259161086-0.04426779657816822*I,50
0.8568382796546881,3.239402349877004,0.19464677533566205,50
0.8425595735931624,1.7306252027261735-0.46712211507709533*I,0.2744418867551246+0.06154271467341809*I,50
0.8156291325604957,1.4012721745263332+0.5925996433631681*I,0.3112421610867599-0.12837834308765775*I,50
0.7394868603231626,1.169374585474454+0.6172699800331292*I,0.4068765370450786-0.21016122602542675*I,50
0.7148239194946389,1.1330992675171878-0.6261682221150141*I,0.43554568216368444+0.2251068980652926*I,50
0.730942387318863,1.1560038222822453+0.620205898585898*I,0.41692626720707154-0.2157547220458699*I,50
0.8037928091902788,1.3369825479318886+0.5993293573100191*I,0.32688476318848303-0.1468874957223359*I,50
0.707190778627727,1.1230810462683158+0.629157894214037*I,0.4442131594560737-0.2290435489171878*I,50
0.8063829021018392,1.3492240840221241+0.598264984015127*I,0.32348815398313074-0.14313082330609206*I,50
0.8274395920493735,1.4971859655842394+0.5748469395321432*I,0.29531711657809057-0.10536274782511637*I,50
0.813851001174784,1.3900692725221167+0.5940059270866354*I,0.31361200246614046-0.1313977418139325*I,50
0.799307770554956,1.317647576930219-0.600877081368101*I,0.33273212437504246+0.15306512390879184*I,50
0.8060792294062327,1.3477437686805769-0.5983979461141461*I,0.3238871416879589+0.1435789199545249*I,50
0.8344667954904754,1.5821519010003362-0.5482142782888366*I,0.2856851192988534+0.08809724142670487*I,50
0.8688269788068568,21.337170835672016,0.13674096848321357,50
0.8696135326886065,37.971628613069434,0.13344252332912407,50
0.8690231562784217,23.919925044649254,0.13591469433932274,50
0.8295138087515578,1.51936661889695-0.5690069553501491*I,0.292486445464562+0.10062870250369632*I,50
0.8035950015978635,1.3360821105327814+0.5994047037255293*I,0.32714356665705346-0.1471684693495962*I,50
0.7356230776016609,1.1632051360844362+0.6185765605826099*I,0.411436691031727-0.21274916493012325*I,50
0.7047998023872531,1.1200331106055237+0.6301135209357328*I,0.44690874253492313-0.230216611974446*I,50
0.8610392225473857,4.470153196760577,0.17211314688125953,50
0.8539803613422486,2.714078710990213,0.2130579776830859,50
0.7264757621098106,1.149383137161346-0.6218057987293473*I,0.42212974196065295+0.21849645952107874*I,50
0.7461133634482686,1.1804912926870679+0.6151144988553561*I,0.3989945281884874-0.2054845838979737*I,50
0.7491599034016958,1.1858564605622686+0.6141611873614627*I,0.39534448295785035-0.20322804027257*I,50
0.7866528106508643,1.2728063801446958+0.6042473037216642*I,0.34900246344344227-0.16860790242155682*I,50
0.8158403220040376,1.4026470694767135+0.5924189436558959*I,0.31096021890468173-0.12801325619323561*I,50
0.7592478771983093,1.2049804086592046+0.6111803680802346*I,0.38313764127811967-0.19523644214726685*I,50
0.7807529785563876,1.2555326109255531-0.6056570708697093*I,0.3564755768104588+0.17505688790487617*I,50
0.8242264050880159,1.4665586213647668+0.5817584245177096*I,0.299681932559688-0.11222342188031019*I,50
0.806420398689079,1.3494077335386503+0.5982484012826367*I,0.3234388742133012-0.14307534894363427*I,50
0.8673856355207534,12.061783171644244,0.1428898433016938,50
0.7807501331841686,1.2555247204874176+0.6056577504066517*I,0.35647916409116503-0.1750598909468964*I,50
0.8196472245067898,1.4292291243974689+0.5885477040432232*I,0.30586049284694866-0.1211769557158819*I,50
0.803631198733813,1.3362465326560626+0.5993909729045621*I,0.3270962141118384-0.14711711469855718*I,50
0.7919495752277241,1.290095029197745+0.6029378010809443*I,0.3422329556784367-0.16240983327915184*I,50
0.7291272640119693,1.1532852223600076+0.6208508937576187*I,0.41904493085373784-0.2168834458999323*I,50
0.7481727220098267,1.1840991058421941+0.6144674366453229*I,0.39652904891730917-0.20396683834081603*I,50
0.8498033371294487,1.959000692393664+0.10553009579158255*I,0.2642364579465683-0.010849855024724945*I,50
0.756593023163175,1.1997257191238593-0.6119384034515166*I,0.3863682499852991+0.1974205334955281*I,50
0.7269367614085744,1.1500558466652304+0.6216387112749979*I,0.4215942638564346-0.2182190270951369*I,50
0.8042474696711207,1.3390701373224103+0.5991532206668105*I,0.32628958271033814-0.14623855734121735*I,50
0.8598334075833882,4.02684038149233,0.17822142455965345,50
0.8482600660479638,1.898111046759505+0.2759077328344167*I,0.2664221857712757-0.030139248976406883*I,50
0.7327128419355873,1.1586944454049475-0.6195837730446797*I,0.41485429887080955+0.21463416526346893*I,50
0.8215319316099835,1.4438026615114614-0.5860969096315204*I,0.3033234138380061+0.11759725888060465*I,50
0.7694114515212911,1.2268679541174046+0.6084475928589799*I,0.3706477153631259-0.1862880131007773*I,50
0.8574092062423613,3.3650263604273336,0.19134570799524678,50
0.7391873619929823,1.1688885988104738+0.6173699782929906*I,0.40723094788812386-0.21036539122503914*I,50
0.7308079367172247,1.1558010839155701+0.6202534279003594*I,0.4170833952007626-0.21583902277858338*I,50
0.7407852142878231,1.171497121274856+0.6168390116556203*I,0.4053383084948078-0.20926909126659543*I,50
0.8629459261702057,5.442001420209886,0.16288260000274982,50
0.7662805233261136,1.2197972543681634-0.6092619438264381*I,0.3745161437084841+0.18914859181640312*I,50
0.76275585174042,1.2121987281905966+0.610207452055454*I,0.3788487593165713-0.1922562208458293*I,50
0.794791235221451,1.3001952615646726+0.602189345654936*I,0.3385772918315038-0.15890871827452238*I,50
0.7153079045937152,1.1337504056713754+0.6259819791146711*I,0.4349929078731005-0.22484714102465445*I,50
0.8605006995528035,4.25980923058783,0.17481214261052064,50
0.7297178812013836,1.154165486880418+0.6206402338500704*I,0.41835616406960574-0.21651838496553602*I,50
0.8375959216149285,1.6311536754016291+0.5270099504390302*I,0.28135727648332437-0.07899805494330386*I,50
0.7309741638870264,1.1560517706102333+0.6201946711470346*I,0.4168891264485785-0.21573478177626346*I,50
0.7017868337861517,1.116248060264581-0.631329859539203*I,0.4502925359762171+0.2316555591138806*I,50
0.7891619108463109,1.2807640446930189+0.6036367062670164*I,0.3458028968760128-0.16572286079797555*I,50
0.8544362018093972,2.7892726927679665,0.2098457049196094,50
0.8117434401931832,1.377594352310467+0.5954413353421367*I,0.3164116879648873-0.13485683067268422*I,50
0.7966351012929741,1.3070993845309682+0.601675672543679*I,0.33619621204373795-0.15656603686307652*I,50
0.7211816440351805,1.1418202719814354-0.6237556025227378*I,0.4282534772102774+0.22159399517256767*I,50
0.7457537283786639,1.1798690820343474+0.6152286260913085*I,0.3994243060434575-0.20574642639108762*I,50
0.759833712749635,1.2061634317703023+0.6110156300367682*I,0.38242299319224554-0.19474632116981935*I,50
0.7511348792620387,1.1894289435623362+0.6135562160384753*I,0.39296932753614044-0.20172765054318653*I,50
0.7209776636427978,1.1415345974401667+0.6238318362397463*I,0.4284884815749884-0.2217101475060106*I,50
0.8514755262839542,2.3210651774706457,0.23457907700027986,50
0.7922284979912678,1.291059075787923+0.602866208105005*I,0.3418748777971781-0.16207184814684336*I,50
0.7792504855043225,1.2514202800545566+0.6060166360195149*I,0.35836759082260367-0.1766289259366252*I,50
0.8617155978483677,4.768738257835703,0.16878379686811648,50
0.8010033919018331,1.324701399637415+0.6003277951892109*I,0.3305265320563053-0.15077595882523612*I,50
0.7171638881741353,1.1362662956399667+0.6252716385984629*I,0.43286955653419457-0.2238394629718293*I,50
0.7677387885452889,1.2230510572408475-0.6088797705710667*I,0.37271671065529793+0.18782826207101683*I,50
0.7551429909344483,1.1969262426393628-0.6123604069972276*I,0.3881272470606766+0.1985883822229823*I,50
0.8359741664553291,1.6046860370488725+0.5390508797585128*I,0.28360332554847667-0.08385242212299637*I,50
0.8127119055943332,1.3832240644442106+0.5948098174729232*I,0.31512641368563715-0.13328285151758448*I,50
0.7602934739942951,1.207098019716841+0.6108869825783761*I,0.381861692287787-0.19435957270209966*I,50
0.8386718199951195,1.6501522093917085+0.5174534198471373*I,0.27986359497659863-0.07558599893674711*I,50
0.8672737084493358,11.678671879296738,0.1433733902204504,50
0.8655791986100058,7.964052404497112,0.1508119106000389,50
0.7290588087242458,1.1531834619231833-0.6208753589195487*I,0.4191247236236271+0.21692562113171598*I,50
0.8502546128278268,2.084515486611055,0.2529016233438409,50
0.736748183697227,1.1649796573441642+0.6181924302978796*I,0.4101114957847981-0.2120057673449127*I,50
0.8655022244189432,7.853784798520218,0.1511553910557189,50
0.8286733395074892,1.5101269947654998-0.5715287119590593*I,0.29363466976560204+0.1025785663673016*I,50
0.8010107247646071,1.3247325531007423+0.6003253348793313*I,0.3305169804373197-0.1507659398542073*I,50
0.8303859758612999,1.5293444711432633+0.566136376393512*I,0.29129312108130756-0.09855658596457492*I,50
0.792533758500594,1.2921207750967934+0.6027874398394609*I,0.34148280287061733-0.16170055914471618*I,50
0.8424434517237042,1.7279070265067038+0.4691180698862417*I,0.2746043814790691-0.06201187170224191*I,50
0.739776368686395,1.1698456445792387+0.617173524828169*I,0.4065337980641407-0.20996329287685914*I,50
0.8336836271223307,1.57114667220723+0.5523468773302677*I,0.28676452696081134-0.09021355338606661*I,50
0.7776337639392328,1.2471124571152856+0.6064057823405797*I,0.36039844586906555-0.17829037056130906*I,50
0.7106545955988844,1.1275705796664688+0.6277893152343*I,0.4402917137545576-0.2272939484392219*I,50
0.8433656988258893,1.7501210485767278+0.4521017049800581*I,0.2733128877593233-0.05817510527435608*I,50
0.7050477967958168,1.1203473828916675-0.6300139998392311*I,0.44662958025312843+0.23009623461959477*I,50
0.8430243840718389,1.7417300523901713+0.45872169764790843*I,0.27379111082571705-0.059625530382226316*I,50
0.8206243974528528,1.4366570573694037+0.5873292274312149*I,0.3045461073086562-0.11933830889536651*I,50
0.8473928712993377,1.8674090299491217-0.32584879017291923*I,0.2676476399945442+0.03675021332564809*I,50
0.8138477175656536,1.3900491798637318+0.5940083465248158*I,0.3136163721671478-0.13140322983822578*I,50
0.7809290393537056,1.2560216133280797+0.605615031879264*I,0.3562535781356335-0.17487087741466129*I,50
0.8281985490619344,1.5050619503276232+0.5728567336571638*I,0.29428256629471816-0.10366069659948636*I,50
0.7800139633411921,1.2534964633690784+0.6058337250998252*I,0.357406742576415-0.1758335274630276*I,50
0.74098749200094,1.1718301396146227+0.6167722416764487*I,0.4050983921252963-0.20912906075772938*I,50
0.7195786618660679,1.1395861539063685-0.6243568300825555*I,0.4300983917778006+0.2225005327767256*I,50
0.7754450736639411,1.2414630623629697+0.606937783775969*I,0.3631395713296116-0.18049143882316*I,50
0.8130167087573597,1.3850315156881792+0.5946014719809596*I,0.3147214676154983-0.1327820657423158*I,50
0.7102741298601595,1.1270730009104064+0.6279386961840256*I,0.44072339528947196-0.22748907364014248*I,50
0.7894949390685844,1.2818506865750394+0.603554564542049*I,0.34537725571720496-0.16533315434019372*I,50
0.800262223752239,1.3215817761010975+0.6005725633436282*I,0.3314913672700462-0.15178328058762805*I,50
0.8099980223091094,1.3678612150156806+0.5964739984975717*I,0.3187227954460813-0.13762983803217468*I,50
0.8496618650296254,1.953049474554047+0.13343661821857652*I,0.2644370861270255-0.013798395099969663*I,50
0.7222482495111768,1.1433207464583157+0.6233582919837707*I,0.42702351595571547-0.22098283178663522*I,50
0.8637988486204475,6.047803803805511,0.1588960366584909,50
0.8352186676792462,1.593159716161178+0.5438583111947264*I,0.2846474273243386-0.08600955460681584*I,50
0.7045127267870707,1.1196698407046706+0.6302288401024678*I,0.4472317748030157-0.23035558833763853*I,50
0.7762957640477672,1.2436347076590044+0.6067301993637019*I,0.36207528147226464-0.1796424055436087*I,50
0.7373668423677382,1.165962971281963+0.6179824823307596*I,0.4093818750479891-0.21159345721850223*I,50
0.8700898691960401,73.65427769217467,0.13146312592676784,50
0.7027221151094807,1.1174165599653652-0.630950875402892*I,0.4492436921379806+0.2312135122702632*I,50
0.7906370113432175,1.2856340811470988+0.6032703088067141*I,0.3439158487062994-0.1639842948263483*I,50
0.7720959528706953,1.2331945164745346+0.6077669661026195*I,0.3673158816732516-0.1837566073885464*I,50
0.7650377479046945,1.2170762484855335+0.6095917478425472*I,0.37604647866737123-0.19025764433465572*I,50
0.8171725805089902,1.4115508790740188+0.5912037946547748*I,0.30917929110640757-0.12567704127338056*I,50
0.7167256216412741,1.1356694577604731+0.6254388182551808*I,0.43337147087440797-0.22407907712917158*I,50
0.7203247837256871,1.1406229628259916+0.6240763742476432*I,0.4292401931494392-0.22208035419631042*I,50
0.7335333683731355,1.1599549209022388+0.6192978325455895*I,0.41389220399532406-0.21410816805125762*I,50
0.7966540062847831,1.3071716920989607+0.6016702656568426*I,0.3361717620261942-0.1565417174104146*I,50
0.758009804500333,1.2025085815015584+0.6115315258547804*I,0.3846458391702519-0.1962624600099281*I,50
0.851018498036789,2.244467860298618,0.23996867198171526,50
0.7597102098205988,1.205913305488994+0.6110502833961298*I,0.3825737049337855-0.1948498952100213*I,50
0.8027060634670454,1.332092656153122+0.5997342117578964*I,0.3283055739125249-0.14842113903239892*I,50
0.808106642546771,1.357869440897721+0.5974623687427784*I,0.32121955049605466-0.14054703931881507*I,50
0.7647205110088692,1.2163891088713694-0.6096765526378124*I,0.37643665007675164+0.1905383986358562*I,50
0.7246800326501304,1.1467849231449736+0.6224608403134586*I,0.42421215981637306-0.21956523443773032*I,50
0.7332981301082527,1.1595926627687743+0.6193796532882573*I,0.41416814757509335-0.21425940270259752*I,50
0.7416291875989889,1.1728908334391919+0.6165610940627325*I,0.4043368157246569-0.20868296444459522*I,50
0.7172484442284913,1.1363816432764065+0.6252394242330006*I,0.4327726842040379-0.22379311440135716*I,50
0.8684999627461955,18.11063287442171,0.13812379882869819,50
0.7721406257495311,1.2333019855070149-0.6077557673891105*I,0.36726031872135834+0.18371384806877*I,50
0.7456967189983987,1.179770658666294+0.6152467481618598*I,0.39949241322071377-0.20578784696126504*I,50
0.7944193578815621,1.2988373290367656+0.6022899689412774*I,0.33905665238167043-0.15937430201334846*I,50
0.8533611417292326,2.6151861697908494,0.21766515289281924,50
0.7895663818835426,1.282084761333291+0.6035369021389795*I,0.34528591545834747-0.1652493413037298*I,50
0.7490598944452698,1.1856775830228374-0.6141920961256246*I,0.3954645685006544+0.20330322192711825*I,50
0.7160743870668439,1.1347857466252422+0.6256878757323152*I,0.4341166963302335-0.22443322298148038*I,50
0.8192884291407654,1.4265679486590361-0.5889691315582715*I,0.3063425522007635+0.1218430189054135*I,50
0.8529488571114461,2.550823226430584,0.22092416113443575,50
0.8691586968622607,26.11865633355054,0.13534522864854096,50
0.7972850970223866,1.3096037972121914+0.6014879569550329*I,0.3353551334272574-0.15572631097331552*I,50
0.7004066937976611,1.1145340588858674+0.6318913664746638*I,0.451837716629762-0.23230034200378538*I,50
0.8059059070956984,1.346904416347848+0.5984727877770946*I,0.3241147751479886-0.1438337423122109*I,50
0.8138163859952758,1.3898575663946175+0.594031401509774*I,0.31365806579811845-0.13145557962196894*I,50
0.7862693104689716,1.271624386581783+0.6043396358451961*I,0.3494903660768479-0.16904109490984692*I,50
0.7212494985027179,1.1419153925885597+0.6237302610093889*I,0.4281752871568327-0.22155530522207956*I,50
0.7543329880337383,1.1953831636959273+0.6125985999499775*I,0.3891081571575499-0.19923321555755572*I,50
0.8171819005256175,1.4116146094322042-0.5911948105594261*I,0.3091668181228304+0.1256604922081017*I,50
0.8516036540674597,2.341669013115328,0.23320797495171375,50
0.8156552438453843,1.4014416387337918-0.5925774692486644*I,0.31120730747100744+0.1283332802835437*I,50
0.8256215584665956,1.479347942218141+0.5790281327643594*I,0.2977897452067296-0.10930967221775882*I,50
0.7007359352799316,1.1149418469535841+0.6317571731062461*I,0.45146937783101765-0.23214733453270545*I,50
0.7721701072304064,1.2333729491407195+0.6077483790841581*I,0.3672236483123302-0.18368561788270063*I,50
0.8618338785908657,4.825497249904653,0.16820808843496954,50
0.8545774615907956,2.8130751987806173,0.20887669583455154,50
0.8692987070511844,28.875606607320265,0.13475818132441378,50
0.7842998222457038,1.2656892166159623+0.6048113025722297*I,0.35199132096227953-0.17123439946264812*I,50
0.8681904855937487,15.867481256550718,0.1394389262274614,50
0.7735654060534194,1.2367687985228961+0.6074006431946035*I,0.3654861826364763-0.18233895904171465*I,50
0.8018508476901637,1.3283401518280258-0.6000381335886783*I,0.3294218924762411+0.14961111152961665*I,50
0.7509172068666123,1.1890314058321902+0.6136223861415194*I,0.39323145248739355-0.2018944935378658*I,50
0.8452863897468402,1.8014788615349366+0.40571482117312907*I,0.270616183581342-0.04917774736650263*I,50
0.8380282322313568,1.6386408393229694-0.5233383298424032*I,0.28075744272381636+0.07764691211405582*I,50
0.7648604544600777,1.2166918606712396+0.6096391112881026*I,0.37626455634834344-0.19041466570733045*I,50
0.7582905103422186,1.2030656932779331+0.6114515496050564*I,0.38430413790807183-0.1960309882006891*I,50
0.7312435581840839,1.1564587641763098+0.620099577120237*I,0.41657418621038445-0.21556548189754013*I,50
0.8679996579710405,14.75145777345863,0.14025305909533858,50
0.7519080118383489,1.19084871145981+0.6133222112039853*I,0.3920376114710451-0.20113206193316488*I,50
0.8134127101558881,1.3874059842022517+0.5943235225292316*I,0.3141950489423277-0.13212749402911597*I,50
0.7695942199341721,1.2272906895089633+0.6084007575550395*I,0.3704213153033289-0.1861180135103656*I,50
0.8618929082390495,4.854380002893894,0.16792147065465207,50
0.823903190067298,1.463698703343979+0.5823395306174979*I,0.300119642046968-0.11288512710785295*I,50
0.859206938703302,3.8313867621824875,0.18149395504121518,50
0.7207757792404141,1.1412522586059468+0.6239073654168029*I,0.4287210027731858-0.22182487720868643*I,50
0.7637278958487619,1.2142581478038916+0.6099435471837488*I,0.37765624318971397-0.19141077187694594*I,50
0.8696065421279757,37.70622612074218,0.13347167203244456,50
0.8697645434618501,44.806775558580284,0.13281356050528312,50
0.8615923921486703,4.711144053403085,0.16938548590927532,50
0.7753074021453412,1.2411144273182966+0.6069714834037315*I,0.36331167734894915-0.1806280793585454*I,50
0.8482409366179187,1.897408433758674-0.27718789748177625*I,0.266449239323242+0.03030090888021682*I,50
0.8700379156627647,66.7516696852919,0.1316783736569182,50
0.8591971535138945,3.828491348957389,0.18154566176300385,50
0.7145441232898888,1.1327237514091306+0.6262760784523579*I,0.4358650704999257-0.22525650155059612*I,50
0.8456579217150223,1.812310409590305+0.39442995619411075*I,0.2700934427018783-0.04723083648884342*I,50
0.7980515112538831,1.3126061854657378+0.6012615281487889*I,0.334362265476304-0.1547266281599521*I,50
0.8455084218348994,1.8079139748470587+0.39908255552645694*I,0.270303830190331-0.04802408855065746*I,50
0.8612633238828091,4.56448658690585,0.17100284057238713,50
0.7162220575116873,1.1349858043567143-0.6256313340697489*I,0.433947774329776+0.224353117813638*I,50
0.8039058664014214,1.337499308099599+0.599285947429019*I,0.3267368056766299-0.14672653633407873*I,50
0.8442245042169985,1.7721765054932759+0.43349417219760233*I,0.2721082754051415-0.05434503285987227*I,50
